,last,first,middle,dept,leave,visiting,title,degrees,name
70,clarke,jay,a.,"['art', 'history']",n,1,lecturer in the graduate program in art history,"1988, b.a., holy cross college; 1991, m.a., brown university; 1999, ph.d., brown university",
71,cleghorn,cassandra,j.,"['american studies', 'english']",n,0,senior lecturer in english and american studies,"1983, b.a., university of california, santa cruz; 1988, m.a., yale university; 1995, ph.d., yale university",
72,cohen,phoebe,a.,['geosciences'],n,0,assistant professor of geosciences,"2002, b.a., cornell university; 2010, ph.d., harvard university",
73,colbert,cory,h.,['math'],n,0,gaius charles bolin fellow in mathematics,"2011, b.s., virginia commonwealth university; 2013, m.a., university of texas, austin",
74,coleman-tobias,meredith,f.,"['africana studies', 'religion']",n,0,gaius charles bolin fellow in religion and africana studies,"2006, b.a., spelman college; 2009, m.div., yale divinity school",
75,cone,jeremy,d.,['psychology'],n,0,assistant professor of psychology,"; 2012, ph.d., cornell university",
76,conforti,michael,p.,"['art', 'history']",n,0,lecturer in the graduate program in art history,"1968, b.a., trinity college; 1973, m.a., harvard university; 1977, ph.d., harvard university",
77,congdon,eliza,l.,['psychology'],n,0,visiting assistant professor of psychology,"2008, b.s., brown university; 2016, ph.d., university of chicago",
78,constantine,jose,a.,['geosciences'],n,0,assistant professor of geosciences,nan,
79,cook,mea,s.,['geosciences'],n,0,associate professor of geosciences,"1999, b.a., princeton university; 2006, ph.d., massachusetts inst of technology",
80,cornell,andrew,r.,['american studies'],n,0,visiting assistant professor of american studies,"2000, b.a., university of michigan; 2011, ph.d., new york university",
81,cox,ronadh,nan,['geosciences'],n,0,chair and professor of geosciences,"1985, b.s., university college dublin; 1993, ph.d., stanford university",
82,crane,george,t.,['social sciences'],n,0,w. van alan clark '41 third century professor in the social sciences,"1979, b.a., state university of new york, purchase; 1981, m.a., university of wisconsin, madison; 1986, ph.d., university of wisconsin, madison",
83,creighton,marshall,k.,['physical education'],n,0,"lecturer in physical education, assistant football and assistant baseball coach","2002, b.a., williams college",
84,crowe,justin,e.,['political science'],n,0,associate professor of political science,"2003, b.a., williams college; 2005, m.a., princeton university; 2007, ph.d., princeton university",
85,cruz,joseph,l.,['philosophy'],n,0,professor of philosophy,"1991, b.a., williams college; 1999, ph.d., university of arizona",
86,curulla,annelle,m.,['french'],n,0,assistant professor of french literature and language,"1999, b.a., connecticut college; 2001, m.a., middlebury college; 2012, ph.d., columbia university",
87,dankmeyer,erica,a.,"['art', 'dance']",s,0,chair and artist-in-residence in dance,"1991, b.a., williams college",
88,danyluk,andrea,nan,['computer science'],n,0,dennis a. meenan '54 third century professor of computer science,"1984, a.b., vassar college; 1986, m.s., columbia university; 1992, ph.d., columbia university",
89,davis,diana,j.,['math'],n,0,visiting assistant professor of mathematics,"2007, b.a., williams college; 2010, m.s., brown university; 2013, ph.d., brown university",
90,de gooyer,alan,w.,['english'],n,0,lecturer in english,"1987, b.a., colorado state university; 1991, m.a., university of denver; 1994, ph.d., university of virginia",
91,de veaux,richard,d.,['statistics'],n,0,c. carlisle and margaret tippit professor of statistics,"1973, a.b., princeton university; 1980, m.a., stanford university; 1986, ph.d., stanford university",
92,dean,derek,nan,['biology'],n,0,lecturer in biology,"1994, b.a., oberlin college; 2004, ph.d., cornell university",
93,dekel,edan,nan,"['classics', 'religion']",n,0,associate professor of classics and faculty affiliate in religion,"1996, b.a., brown university; 1998, m.a., university of california, berkeley; 2005, ph.d., university of california, berkeley",
94,desrosiers,nicole,s.,['romance languages'],n,0,lecturer in romance languages,"1973, m.a., university of massachusetts, amherst; 1980, ph.d., university of massachusetts, amherst",
95,dethier,david,p.,['geosciences'],n,0,edward brust professor of geology and mineralogy,"1972, a.b., dartmouth college; 1974, m.s., university of washington; 1977, ph.d., university of washington",
96,dew,charles,b.,"['history', 'american studies']",n,0,ephraim williams professor of american history,"1958, b.a., williams college; 1964, ph.d., johns hopkins university",
97,doret,stephen,charles,['physics'],n,0,assistant professor of physics,"2002, b.a., williams college; 2006, a.m., harvard university; 2010, ph.d., harvard university",
98,draper,kenneth,m.,['classics'],n,0,visiting assistant professor of classics,"2005, b.a., northwestern university; 2008, m.a., indiana university; 2015, ph.d., indiana university",
99,dreyfus,georges,b.,['religion'],s,0,jackson professor of religion,"1969, b.a., la chaux-de-fonds; 1987, m.a., university of virginia; 1991, ph.d., university of virginia",
100,druxes,helga,nan,['german'],f,0,professor of german,"1982, b.a., westfalische wilhelms-university; 1985, m.a., brown university; 1987, ph.d., brown university",
101,dubow,sara,l.,['history'],n,0,associate professor of history,"1991, b.a., williams college; 1996, m.a., university of massachusetts, amherst; 2003, ph.d., rutgers university",
102,dudley,william,c.,['philosophy'],n,0,professor of philosophy,"1989, b.a., williams college; 1995, m.a., northwestern university; 1998, ph.d., northwestern university",
103,dunn,susan,nan,['humanities'],n,0,massachusetts professor of humanities,"1966, b.a., smith college; 1973, ph.d., harvard university",
104,edwards,david,b.,['anthropology'],n,0,james n. lambert '39 professor of anthropology,"1975, b.a., princeton university; 1979, m.a., university of michigan; 1986, ph.d., university of michigan",
105,edwards,frances,c.,['art'],n,0,senior lecturer in art,"1975, b.a., princeton university; 1981, m.a., university of michigan; 1990, ph.d., new york university inst of fine arts",
106,edwards,joan,nan,['biology'],n,0,chair and washington gladden 1859 professor of biology,"1971, b.a., university of michigan; 1972, m.s., university of michigan; 1978, ph.d., university of michigan",
107,engel,susan,l.,['psychology'],n,0,senior lecturer in psychology,"1980, b.a., sarah lawrence college; 1985, ph.d., city university of new york",
108,ephraim,laura,d.,['political science'],n,0,assistant professor of political science,"2000, b.a., pomona college; 2010, ph.d., northwestern university",
109,eppel,david,nan,['theatre'],n,0,professor of theatre,"1971, b.a., university of capetown; 1986, m.f.a., columbia university",
110,epping,edward,a.,['art'],n,0,alexander falck class of 1899 professor of art,"1970, b.a., western illinois university; 1973, m.f.a., university of wisconsin, madison",
111,eqeiq,amal,nan,['comparative literature'],n,0,assistant professor of comparative literature,"1997, b.a., hebrew university-jerusalem; 2006, m.a., university of oregon; 2013, ph.d., university of washington",
112,falk,adam,f.,['physics'],n,0,professor of physics,"1987, b.s., university of north carolina, chapel hill; 1989, m.a., harvard university; 1991, ph.d., harvard university",
113,farwell,peter,k.,['physical education'],n,0,assistant professor of physical education and head cross country coach,"1973, b.a., williams college; 1990, m.a., central michigan university",
114,fein,steven,nan,['psychology'],n,0,chair and professor of psychology,"1986, a.b., princeton university; 1991, ph.d., university of michigan",
115,feldman,ronald,l.,"['art', 'music']",n,0,"artist in residence in orchestral and instrumental activities/lecturer in music, director of the berkshire symphony","1971, b.m., boston university",
116,filipczak,zirka,z.,['art'],n,0,j. kirk t. varnedoe '67 professor of art,"1964, b.a., barnard college; 1965, m.a., harvard university; 1973, ph.d., harvard university",
117,fisher,jessica,m.,['english'],y,0,assistant professor of english,"1998, b.a., swarthmore college; 2003, m.a., university of california, berkeley; 2009, ph.d., university of california, berkeley",
118,fix,stephen,e.,['english'],n,0,robert g scott '68 professor of english,"1974, b.a., boston college; 1977, m.a., cornell university; 1980, ph.d., cornell university",
119,foias,antonia,e.,['anthropology'],n,0,chair and professor of anthropology,"1987, b.a., harvard university; 1996, ph.d., vanderbilt university",
120,ford,vanatta,s.,['africana studies'],n,0,assistant professor of africana studies,"2000, b.s., illinois state university; 2005, m.div., howard university; 2011, ph.d., howard university",
121,forkey,kevin,r.,['physics'],n,0,lecturer in physics,"1981, b.a., cornell university",
122,fortunato,michael,nan,[None],n,1,sorkin visiting professor,"1976, a.b., columbia university; 1982, m.a., harvard university; 1984, ph.d., harvard university",
123,fox,soledad,nan,['romance languages'],f,0,professor of romance languages,"1990, b.a., sarah lawrence college; 1997, m.a., city university of new york; 2001, ph.d., city university of new york",
124,french,jennifer,l.,['spanish'],s,0,professor of spanish,"1995, b.a., college of william and mary; 1997, m.a., rutgers university; 2001, ph.d., rutgers university",
125,freund,stephen,n.,['computer science'],n,0,professor of computer science,"1995, b.s., stanford university; 1998, m.s., stanford university; 2000, ph.d., stanford university",
126,friedman,rachel,a.,['arabic studies'],n,0,mellon postdoctoral fellow in arabic literature,"2010, a.b., georgetown university; 2011, m.a., university of california, berkeley; 2015, ph.d., university of california, berkeley",
127,garbarini,alexandra,nan,['history'],n,0,professor of history,"1994, b.a., williams college; 1997, m.a., university of california, louisiana; 2003, ph.d., university of california, louisiana",
128,gardner,sarah,s.,['environmental studies'],n,0,lecturer in environmental studies,"1985, b.a., smith college; 1989, m.p.a., columbia university; 2000, ph.d., city university of new york",
129,garrity,thomas,a.,['math'],y,0,webster atwell class of 1921 professor of mathematics,"1981, b.s., university of texas, austin; 1986, ph.d., brown university",
130,gentry,william,m.,['economics'],n,0,professor of economics,"1986, b.s., massachusetts institute of technology; 1991, m.a., princeton university; 1991, ph.d., princeton university",
131,gerrard,steven,b.,['philosophy'],n,0,professor of philosophy,"1978, b.a., amherst college; 1982, m.a., university of chicago; 1987, ph.d., university of chicago",
132,gibson,christopher,p.,['leadership studies'],n,1,visiting professor of leadership studies,nan,
133,gibson,matthew,d.,['economics'],n,0,assistant professor of economics,"2005, a.b., harvard university; 2015, ph.d., university of california, san diego",
134,gilbert,lisa,a.,"['geosciences', 'maritime studies']",n,0,associate professor of geosciences and marine sciences,"1997, a.b., dartmouth college; 1999, m.s., university of washington; 2004, ph.d., university of washington",
135,gillis,meghan,k.,['physical education'],n,0,assistant professor of physical education and head coach of women's ice hockey,"2007, b.a., bowdoin college; 2009, m.s., university of massachusetts, amherst",
136,girard,catherine,nan,['art'],n,0,visiting assistant professor of art,"2003, b.a., university of montreal; 2006, m.a., university of montreal; 2014, ph.d., harvard university",
137,glier,michael,a.,['art'],n,0,professor of art,"1976, b.a., williams college; 1977, m.a., hunter college, city university of new york",
138,godlonton,susan,nan,['economics'],n,0,assistant professor of economics,"2003, b.a., university of capetown; 2007, m.a., university of capetown; 2013, ph.d., university of michigan",
139,goh,christopher,nan,['chemistry'],n,0,associate professor of chemistry,"1989, b.s., university of durham; 1996, ph.d., harvard university",
140,goh,sarah,l.,['chemistry'],n,0,associate professor of chemistry,"1996, b.s., university of michigan; 1998, m.s., university of massachusetts, amherst; 2004, ph.d., university of california, berkeley",
